1, "https://www.iitism.ac.in"
2, "https://www.pmi.com"
3, "https://www.bat.com"
4, "https://hms.harvard.edu"
5, "https://www.motorola.in"
6, "https://www.iitb.ac.in"
7, "https://www.iitd.ac.in"
8, "https://www.iitk.ac.in"
9, "https://www.iitm.ac.in"
10, "https://www.tatamotors.com"
11, "https://www.fcb.com"
12, "https://www.realmadrid.com"
13, "https://www.manutd.com"
14, "https://www.inter.it"
15, "https://www.honda.com"
